"price","commodity","location","date"
"1960.00","Goat","Wajir",2010-08-08
"1980.00","Goat","Wajir",2010-09-09
"1818.00","Goat","Wajir",2010-10-10
"2100.00","Goat","Wajir",2010-11-11
"1900.00","Goat","Wajir",2010-12-12
"1500.00","Goat","Wajir",2011-01-01
"1450.00","Goat","Wajir",2011-02-02
"1191.00","Goat","Wajir",2011-03-03
"1419.00","Goat","Wajir",2011-04-04
"1500.00","Goat","Wajir",2011-05-05
"1440.00","Goat","Wajir",2011-06-06
"1320.00","Goat","Wajir",2011-07-07
"1280.00","Goat","Wajir",2011-08-08
"1100.00","Goat","Wajir",2011-09-09
"1830.00","Goat","Wajir",2011-10-10
NA,"Goat","Wajir",2011-11-11
NA,"Goat","Wajir",2011-12-12
"2610.00","Goat","Wajir",2012-01-01
"2670.00","Goat","Wajir",2012-02-02
"2720.00","Goat","Wajir",2012-03-03
"2920.00","Goat","Wajir",2012-04-04
"3370.00","Goat","Wajir",2012-05-05
"3495.00","Goat","Wajir",2012-06-06
"3270.00","Goat","Wajir",2012-07-07
"3210.00","Goat","Wajir",2012-08-08
"3030.00","Goat","Wajir",2012-09-09
"2450.00","Cattle","Moyale",2000-01-01
"2345.75","Cattle","Moyale",2000-02-02
"2148.75","Cattle","Moyale",2000-03-03
"2608.33","Cattle","Moyale",2000-04-04
"3100.00","Cattle","Moyale",2000-05-05
"2658.75","Cattle","Moyale",2000-06-06
"2743.75","Cattle","Moyale",2000-07-07
"2612.08","Cattle","Moyale",2000-08-08
"2962.88","Cattle","Moyale",2000-09-09
"3047.50","Cattle","Moyale",2000-10-10
"2621.75","Cattle","Moyale",2000-11-11
"2488.75","Cattle","Moyale",2000-12-12
"2962.50","Cattle","Moyale",2001-01-01
"2590.58","Cattle","Moyale",2001-02-02
"2448.75","Cattle","Moyale",2001-03-03
"2967.00","Cattle","Moyale",2001-04-04
"3638.75","Cattle","Moyale",2001-05-05
"2921.25","Cattle","Moyale",2001-06-06
"3057.50","Cattle","Moyale",2001-07-07
"2993.75","Cattle","Moyale",2001-08-08
"3626.25","Cattle","Moyale",2001-09-09
"3568.75","Cattle","Moyale",2001-10-10
"2893.75","Cattle","Moyale",2001-11-11
"2991.50","Cattle","Moyale",2001-12-12
"3043.75","Cattle","Moyale",2002-01-01
"2814.50","Cattle","Moyale",2002-02-02
"2550.00","Cattle","Moyale",2002-03-03
"3168.75","Cattle","Moyale",2002-04-04
"3700.00","Cattle","Moyale",2002-05-05
"3200.00","Cattle","Moyale",2002-06-06
"3593.75","Cattle","Moyale",2002-07-07
"3722.50","Cattle","Moyale",2002-08-08
"3942.50","Cattle","Moyale",2002-09-09
"4083.00","Cattle","Moyale",2002-10-10
"3250.00","Cattle","Moyale",2002-11-11
"3488.75","Cattle","Moyale",2002-12-12
"3420.00","Cattle","Moyale",2003-01-01
"3030.00","Cattle","Moyale",2003-02-02
"3035.00","Cattle","Moyale",2003-03-03
"3687.50","Cattle","Moyale",2003-04-04
"4167.50","Cattle","Moyale",2003-05-05
"3983.75","Cattle","Moyale",2003-06-06
"3947.50","Cattle","Moyale",2003-07-07
"4177.50","Cattle","Moyale",2003-08-08
"4480.00","Cattle","Moyale",2003-09-09
"4603.25","Cattle","Moyale",2003-10-10
"3770.00","Cattle","Moyale",2003-11-11
"3827.50","Cattle","Moyale",2003-12-12
"4782.50","Cattle","Moyale",2004-01-01
"4075.00","Cattle","Moyale",2004-02-02
"3240.00","Cattle","Moyale",2004-03-03
"3660.00","Cattle","Moyale",2004-04-04
"4210.00","Cattle","Moyale",2004-05-05
"4662.50","Cattle","Moyale",2004-06-06
"4507.50","Cattle","Moyale",2004-07-07
"4795.00","Cattle","Moyale",2004-08-08
"5495.00","Cattle","Moyale",2004-09-09
"5200.00","Cattle","Moyale",2004-10-10
"4595.00","Cattle","Moyale",2004-11-11
"4255.00","Cattle","Moyale",2004-12-12
"3599.30","Cattle","Moyale",2005-01-01
"2798.75","Cattle","Moyale",2005-02-02
"2035.00","Cattle","Moyale",2005-03-03
"3193.75","Cattle","Moyale",2005-04-04
"3363.75","Cattle","Moyale",2005-05-05
"3600.00","Cattle","Moyale",2005-06-06
"3693.75","Cattle","Moyale",2005-07-07
"4907.50","Cattle","Moyale",2005-08-08
"5607.48","Cattle","Moyale",2005-09-09
"5759.05","Cattle","Moyale",2005-10-10
"4731.13","Cattle","Moyale",2005-11-11
"4695.53","Cattle","Moyale",2005-12-12
"3803.68","Cattle","Moyale",2006-01-01
"3523.75","Cattle","Moyale",2006-02-02
"2428.80","Cattle","Moyale",2006-03-03
"3625.00","Cattle","Moyale",2006-04-04
"4182.50","Cattle","Moyale",2006-05-05
"5962.50","Cattle","Moyale",2006-06-06
"4825.00","Cattle","Moyale",2006-07-07
"5265.00","Cattle","Moyale",2006-08-08
"6886.55","Cattle","Moyale",2006-09-09
"8233.93","Cattle","Moyale",2006-10-10
"7978.58","Cattle","Moyale",2006-11-11
"7362.50","Cattle","Moyale",2006-12-12
"8072.90","Cattle","Moyale",2007-01-01
"8983.30","Cattle","Moyale",2007-02-02
"8000.00","Cattle","Moyale",2007-03-03
"9750.00","Cattle","Moyale",2007-04-04
"9500.00","Cattle","Moyale",2007-05-05
"7200.00","Cattle","Moyale",2007-06-06
"7142.90","Cattle","Moyale",2007-07-07
"7350.00","Cattle","Moyale",2007-08-08
"8194.40","Cattle","Moyale",2007-09-09
"9083.30","Cattle","Moyale",2007-10-10
"888.90","Cattle","Moyale",2007-11-11
"6250.00","Cattle","Moyale",2007-12-12
"6080.00","Cattle","Moyale",2008-01-01
"6986.00","Cattle","Moyale",2008-02-02
"6986.00","Cattle","Moyale",2008-03-03
"6951.00","Cattle","Moyale",2008-04-04
"8871.00","Cattle","Moyale",2008-05-05
"8875.00","Cattle","Moyale",2008-06-06
"11764.00","Cattle","Moyale",2008-07-07
"11528.00","Cattle","Moyale",2008-08-08
"9914.00","Cattle","Moyale",2008-09-09
"9660.00","Cattle","Moyale",2008-10-10
"7350.00","Cattle","Moyale",2008-11-11
"7611.00","Cattle","Moyale",2008-12-12
"6305.60","Cattle","Moyale",2009-01-01
"9582.00","Cattle","Moyale",2009-02-02
"8757.00","Cattle","Moyale",2009-03-03
"7000.00","Cattle","Moyale",2009-04-04
"8950.00","Cattle","Moyale",2009-05-05
"6680.00","Cattle","Moyale",2009-06-06
"8025.00","Cattle","Moyale",2009-07-07
"6917.00","Cattle","Moyale",2009-08-08
"6694.00","Cattle","Moyale",2009-09-09
"7500.00","Cattle","Moyale",2009-10-10
"5000.00","Cattle","Moyale",2009-11-11
"7166.00","Cattle","Moyale",2009-12-12
"8833.00","Cattle","Moyale",2010-01-01
"8917.00","Cattle","Moyale",2010-02-02
"7267.00","Cattle","Moyale",2010-03-03
"11260.00","Cattle","Moyale",2010-04-04
"10900.00","Cattle","Moyale",2010-05-05
"10911.00","Cattle","Moyale",2010-06-06
"9833.00","Cattle","Moyale",2010-07-07
"15860.00","Cattle","Moyale",2010-08-08
"14166.00","Cattle","Moyale",2010-09-09
"11520.00","Cattle","Moyale",2010-10-10
NA,"Cattle","Moyale",2010-11-11
NA,"Cattle","Moyale",2010-12-12
"4287.00","Cattle","Moyale",2011-01-01
"4246.00","Cattle","Moyale",2011-02-02
"3600.00","Cattle","Moyale",2011-03-03
"6111.00","Cattle","Moyale",2011-04-04
"9800.00","Cattle","Moyale",2011-05-05
"3150.00","Cattle","Moyale",2011-06-06
"5107.00","Cattle","Moyale",2011-07-07
"7524.00","Cattle","Moyale",2011-08-08
NA,"Cattle","Moyale",2011-09-09
NA,"Cattle","Moyale",2011-10-10
NA,"Cattle","Moyale",2011-11-11
"10000.00","Cattle","Moyale",2011-12-12
"11000.00","Cattle","Moyale",2012-01-01
"12110.00","Cattle","Moyale",2012-02-02
"12680.00","Cattle","Moyale",2012-03-03
"13200.00","Cattle","Moyale",2012-04-04
"15380.00","Cattle","Moyale",2012-05-05
"18917.00","Cattle","Moyale",2012-06-06
"19200.00","Cattle","Moyale",2012-07-07
NA,"Cattle","Moyale",2012-08-08
"18600.00","Cattle","Moyale",2012-09-09
"450.58","Goat","Moyale",2000-01-01
"434.25","Goat","Moyale",2000-02-02
"537.63","Goat","Moyale",2000-03-03
"541.53","Goat","Moyale",2000-04-04
"475.08","Goat","Moyale",2000-05-05
"480.58","Goat","Moyale",2000-06-06
"571.78","Goat","Moyale",2000-07-07
"523.83","Goat","Moyale",2000-08-08
"419.83","Goat","Moyale",2000-09-09
"367.03","Goat","Moyale",2000-10-10
"404.63","Goat","Moyale",2000-11-11
"457.00","Goat","Moyale",2000-12-12
"554.70","Goat","Moyale",2001-01-01
"603.25","Goat","Moyale",2001-02-02
"641.80","Goat","Moyale",2001-03-03
"606.83","Goat","Moyale",2001-04-04
"534.08","Goat","Moyale",2001-05-05
"560.65","Goat","Moyale",2001-06-06
"676.95","Goat","Moyale",2001-07-07
"663.13","Goat","Moyale",2001-08-08
"537.15","Goat","Moyale",2001-09-09
"479.90","Goat","Moyale",2001-10-10
"503.03","Goat","Moyale",2001-11-11
"583.83","Goat","Moyale",2001-12-12
"607.38","Goat","Moyale",2002-01-01
"635.85","Goat","Moyale",2002-02-02
"678.93","Goat","Moyale",2002-03-03
"644.08","Goat","Moyale",2002-04-04
"554.65","Goat","Moyale",2002-05-05
"621.00","Goat","Moyale",2002-06-06
"724.25","Goat","Moyale",2002-07-07
"698.80","Goat","Moyale",2002-08-08
"547.38","Goat","Moyale",2002-09-09
"502.45","Goat","Moyale",2002-10-10
"521.75","Goat","Moyale",2002-11-11
"635.70","Goat","Moyale",2002-12-12
"648.63","Goat","Moyale",2003-01-01
"691.58","Goat","Moyale",2003-02-02
"738.05","Goat","Moyale",2003-03-03
"692.00","Goat","Moyale",2003-04-04
"589.83","Goat","Moyale",2003-05-05
"615.58","Goat","Moyale",2003-06-06
"828.38","Goat","Moyale",2003-07-07
"805.33","Goat","Moyale",2003-08-08
"606.00","Goat","Moyale",2003-09-09
"577.83","Goat","Moyale",2003-10-10
"586.75","Goat","Moyale",2003-11-11
"717.38","Goat","Moyale",2003-12-12
"675.00","Goat","Moyale",2004-01-01
"767.88","Goat","Moyale",2004-02-02
"828.08","Goat","Moyale",2004-03-03
"757.25","Goat","Moyale",2004-04-04
"647.20","Goat","Moyale",2004-05-05
"685.88","Goat","Moyale",2004-06-06
"922.40","Goat","Moyale",2004-07-07
"917.00","Goat","Moyale",2004-08-08
"756.25","Goat","Moyale",2004-09-09
"617.88","Goat","Moyale",2004-10-10
"641.08","Goat","Moyale",2004-11-11
"689.83","Goat","Moyale",2004-12-12
"721.45","Goat","Moyale",2005-01-01
"821.58","Goat","Moyale",2005-02-02
"897.60","Goat","Moyale",2005-03-03
"810.45","Goat","Moyale",2005-04-04
"647.03","Goat","Moyale",2005-05-05
"718.73","Goat","Moyale",2005-06-06
"1031.08","Goat","Moyale",2005-07-07
"1045.00","Goat","Moyale",2005-08-08
"1042.85","Goat","Moyale",2005-09-09
"950.68","Goat","Moyale",2005-10-10
"804.03","Goat","Moyale",2005-11-11
"1126.28","Goat","Moyale",2005-12-12
"826.50","Goat","Moyale",2006-01-01
"1051.23","Goat","Moyale",2006-02-02
"922.88","Goat","Moyale",2006-03-03
"792.08","Goat","Moyale",2006-04-04
"792.08","Goat","Moyale",2006-05-05
"1045.00","Goat","Moyale",2006-06-06
"978.00","Goat","Moyale",2006-07-07
"904.00","Goat","Moyale",2006-08-08
"1206.95","Goat","Moyale",2006-09-09
"1303.18","Goat","Moyale",2006-10-10
"1583.33","Goat","Moyale",2006-11-11
"1624.25","Goat","Moyale",2006-12-12
"1350.80","Goat","Moyale",2007-01-01
"1360.70","Goat","Moyale",2007-02-02
"1137.50","Goat","Moyale",2007-03-03
"1233.30","Goat","Moyale",2007-04-04
"1126.70","Goat","Moyale",2007-05-05
"1200.00","Goat","Moyale",2007-06-06
"1094.40","Goat","Moyale",2007-07-07
"1293.80","Goat","Moyale",2007-08-08
"1396.70","Goat","Moyale",2007-09-09
"1413.00","Goat","Moyale",2007-10-10
"1212.50","Goat","Moyale",2007-11-11
"1389.50","Goat","Moyale",2007-12-12
"1257.00","Goat","Moyale",2008-01-01
"1150.00","Goat","Moyale",2008-02-02
"1295.00","Goat","Moyale",2008-03-03
"1232.00","Goat","Moyale",2008-04-04
"1193.00","Goat","Moyale",2008-05-05
"1247.00","Goat","Moyale",2008-06-06
"1343.00","Goat","Moyale",2008-07-07
"1110.00","Goat","Moyale",2008-08-08
"1338.00","Goat","Moyale",2008-09-09
"1478.00","Goat","Moyale",2008-10-10
"1725.00","Goat","Moyale",2008-11-11
"1416.00","Goat","Moyale",2008-12-12
"1306.00","Goat","Moyale",2009-01-01
"1245.00","Goat","Moyale",2009-02-02
"1387.00","Goat","Moyale",2009-03-03
"1246.00","Goat","Moyale",2009-04-04
"1445.00","Goat","Moyale",2009-05-05
"1425.00","Goat","Moyale",2009-06-06
"1425.00","Goat","Moyale",2009-07-07
"1250.00","Goat","Moyale",2009-08-08
"1250.00","Goat","Moyale",2009-09-09
"1309.00","Goat","Moyale",2009-10-10
"1350.00","Goat","Moyale",2009-11-11
"1598.90","Goat","Moyale",2009-12-12
NA,"Goat","Moyale",2010-01-01
NA,"Goat","Moyale",2010-02-02
"1562.00","Goat","Moyale",2010-03-03
"1413.00","Goat","Moyale",2010-04-04
"1533.00","Goat","Moyale",2010-05-05
"1644.00","Goat","Moyale",2010-06-06
"1879.00","Goat","Moyale",2010-07-07
"2075.00","Goat","Moyale",2010-08-08
"2477.00","Goat","Moyale",2010-09-09
"2498.00","Goat","Moyale",2010-10-10
"2320.00","Goat","Moyale",2010-11-11
"1169.00","Goat","Moyale",2010-12-12
"1028.00","Goat","Moyale",2011-01-01
"1233.00","Goat","Moyale",2011-02-02
"1800.00","Goat","Moyale",2011-03-03
"2122.00","Goat","Moyale",2011-04-04
"2010.00","Goat","Moyale",2011-05-05
"2100.00","Goat","Moyale",2011-06-06
"2763.00","Goat","Moyale",2011-07-07
"2475.00","Goat","Moyale",2011-08-08
NA,"Goat","Moyale",2011-09-09
NA,"Goat","Moyale",2011-10-10
NA,"Goat","Moyale",2011-11-11
"2800.00","Goat","Moyale",2011-12-12
"2350.00","Goat","Moyale",2012-01-01
"2840.00","Goat","Moyale",2012-02-02
"2900.00","Goat","Moyale",2012-03-03
"3150.00","Goat","Moyale",2012-04-04
"3640.00","Goat","Moyale",2012-05-05
"3958.00","Goat","Moyale",2012-06-06
"4383.00","Goat","Moyale",2012-07-07
NA,"Goat","Moyale",2012-08-08
"4600.00","Goat","Moyale",2012-09-09
"573.00","Goat","Turkana",2000-01-01
"551.00","Goat","Turkana",2000-02-02
"485.00","Goat","Turkana",2000-03-03
"441.00","Goat","Turkana",2000-04-04
"462.00","Goat","Turkana",2000-05-05
"429.00","Goat","Turkana",2000-06-06
"434.00","Goat","Turkana",2000-07-07
"507.00","Goat","Turkana",2000-08-08
"574.00","Goat","Turkana",2000-09-09
"557.00","Goat","Turkana",2000-10-10
"670.00","Goat","Turkana",2000-11-11
"712.00","Goat","Turkana",2000-12-12
"690.00","Goat","Turkana",2001-01-01
"711.00","Goat","Turkana",2001-02-02
"715.00","Goat","Turkana",2001-03-03
"783.00","Goat","Turkana",2001-04-04
"910.00","Goat","Turkana",2001-05-05
"935.00","Goat","Turkana",2001-06-06
"889.00","Goat","Turkana",2001-07-07
"944.00","Goat","Turkana",2001-08-08
"842.00","Goat","Turkana",2001-09-09
"740.00","Goat","Turkana",2001-10-10
"777.00","Goat","Turkana",2001-11-11
"1021.00","Goat","Turkana",2001-12-12
"1070.00","Goat","Turkana",2002-01-01
"869.00","Goat","Turkana",2002-02-02
"999.00","Goat","Turkana",2002-03-03
"962.00","Goat","Turkana",2002-04-04
"1028.00","Goat","Turkana",2002-05-05
"932.00","Goat","Turkana",2002-06-06
"869.00","Goat","Turkana",2002-07-07
"929.00","Goat","Turkana",2002-08-08
"748.00","Goat","Turkana",2002-09-09
"786.00","Goat","Turkana",2002-10-10
"746.00","Goat","Turkana",2002-11-11
"722.00","Goat","Turkana",2002-12-12
"639.00","Goat","Turkana",2003-01-01
"604.00","Goat","Turkana",2003-02-02
"615.00","Goat","Turkana",2003-03-03
"637.00","Goat","Turkana",2003-04-04
"653.00","Goat","Turkana",2003-05-05
"661.00","Goat","Turkana",2003-06-06
"691.00","Goat","Turkana",2003-07-07
"605.00","Goat","Turkana",2003-08-08
"607.00","Goat","Turkana",2003-09-09
"576.00","Goat","Turkana",2003-10-10
"616.00","Goat","Turkana",2003-11-11
"597.00","Goat","Turkana",2003-12-12
"615.00","Goat","Turkana",2004-01-01
"563.00","Goat","Turkana",2004-02-02
"563.00","Goat","Turkana",2004-03-03
"556.00","Goat","Turkana",2004-04-04
"514.00","Goat","Turkana",2004-05-05
"626.00","Goat","Turkana",2004-06-06
"517.00","Goat","Turkana",2004-07-07
"601.00","Goat","Turkana",2004-08-08
"577.00","Goat","Turkana",2004-09-09
"543.00","Goat","Turkana",2004-10-10
"607.00","Goat","Turkana",2004-11-11
"598.00","Goat","Turkana",2004-12-12
"585.00","Goat","Turkana",2005-01-01
"651.00","Goat","Turkana",2005-02-02
"672.00","Goat","Turkana",2005-03-03
"566.00","Goat","Turkana",2005-04-04
"578.00","Goat","Turkana",2005-05-05
"618.10","Goat","Turkana",2005-06-06
"645.43","Goat","Turkana",2005-07-07
"696.50","Goat","Turkana",2005-08-08
"703.17","Goat","Turkana",2005-09-09
"744.20","Goat","Turkana",2005-10-10
"713.10","Goat","Turkana",2005-11-11
"597.43","Goat","Turkana",2005-12-12
"655.00","Goat","Turkana",2006-01-01
"618.00","Goat","Turkana",2006-02-02
"633.00","Goat","Turkana",2006-03-03
"678.00","Goat","Turkana",2006-04-04
"674.00","Goat","Turkana",2006-05-05
"700.00","Goat","Turkana",2006-06-06
"700.00","Goat","Turkana",2006-07-07
"730.00","Goat","Turkana",2006-08-08
"747.00","Goat","Turkana",2006-09-09
"727.00","Goat","Turkana",2006-10-10
"772.00","Goat","Turkana",2006-11-11
"832.00","Goat","Turkana",2006-12-12
"870.00","Goat","Turkana",2007-01-01
"773.00","Goat","Turkana",2007-02-02
"763.00","Goat","Turkana",2007-03-03
"775.00","Goat","Turkana",2007-04-04
"747.00","Goat","Turkana",2007-05-05
"773.00","Goat","Turkana",2007-06-06
"780.00","Goat","Turkana",2007-07-07
"822.00","Goat","Turkana",2007-08-08
"801.00","Goat","Turkana",2007-09-09
"803.00","Goat","Turkana",2007-10-10
"897.00","Goat","Turkana",2007-11-11
"894.00","Goat","Turkana",2007-12-12
"808.00","Goat","Turkana",2008-01-01
"749.00","Goat","Turkana",2008-02-02
"734.00","Goat","Turkana",2008-03-03
"696.00","Goat","Turkana",2008-04-04
"764.00","Goat","Turkana",2008-05-05
"700.00","Goat","Turkana",2008-06-06
"652.00","Goat","Turkana",2008-07-07
"726.00","Goat","Turkana",2008-08-08
"705.00","Goat","Turkana",2008-09-09
"682.00","Goat","Turkana",2008-10-10
"812.00","Goat","Turkana",2008-11-11
"730.00","Goat","Turkana",2008-12-12
"784.00","Goat","Turkana",2009-01-01
"770.00","Goat","Turkana",2009-02-02
"778.00","Goat","Turkana",2009-03-03
"786.00","Goat","Turkana",2009-04-04
"810.00","Goat","Turkana",2009-05-05
"794.00","Goat","Turkana",2009-06-06
"785.00","Goat","Turkana",2009-07-07
"772.00","Goat","Turkana",2009-08-08
"803.00","Goat","Turkana",2009-09-09
"718.00","Goat","Turkana",2009-10-10
"768.00","Goat","Turkana",2009-11-11
"846.00","Goat","Turkana",2009-12-12
"790.00","Goat","Turkana",2010-01-01
"785.00","Goat","Turkana",2010-02-02
"804.00","Goat","Turkana",2010-03-03
"933.00","Goat","Turkana",2010-04-04
"1040.00","Goat","Turkana",2010-05-05
"1276.00","Goat","Turkana",2010-06-06
"1205.00","Goat","Turkana",2010-07-07
"1390.00","Goat","Turkana",2010-08-08
"1452.00","Goat","Turkana",2010-09-09
"1445.00","Goat","Turkana",2010-10-10
"1324.00","Goat","Turkana",2010-11-11
"1370.00","Goat","Turkana",2010-12-12
"1265.00","Goat","Turkana",2011-01-01
"1274.90","Goat","Turkana",2011-02-02
"1326.00","Goat","Turkana",2011-03-03
"1416.00","Goat","Turkana",2011-04-04
"1510.00","Goat","Turkana",2011-05-05
"1322.65","Goat","Turkana",2011-06-06
"1388.00","Goat","Turkana",2011-07-07
"1425.00","Goat","Turkana",2011-08-08
"1519.65","Goat","Turkana",2011-09-09
"1515.00","Goat","Turkana",2011-10-10
"1592.00","Goat","Turkana",2011-11-11
"1976.00","Goat","Turkana",2011-12-12
"2094.00","Goat","Turkana",2012-01-01
"2070.00","Goat","Turkana",2012-02-02
"1952.95","Goat","Turkana",2012-03-03
"1809.00","Goat","Turkana",2012-04-04
"2020.00","Goat","Turkana",2012-05-05
"1954.00","Goat","Turkana",2012-06-06
"1867.00","Goat","Turkana",2012-07-07
"1928.00","Goat","Turkana",2012-08-08
"1983.00","Goat","Turkana",2012-09-09
"5713.00","Cattle","Turkana",2000-01-01
"5606.00","Cattle","Turkana",2000-02-02
"8612.00","Cattle","Turkana",2000-03-03
"3901.00","Cattle","Turkana",2000-04-04
"4850.00","Cattle","Turkana",2000-05-05
"3600.00","Cattle","Turkana",2000-06-06
"14000.00","Cattle","Turkana",2000-07-07
"5186.00","Cattle","Turkana",2000-08-08
"8571.00","Cattle","Turkana",2000-09-09
"8425.00","Cattle","Turkana",2000-10-10
"7558.00","Cattle","Turkana",2000-11-11
"6500.00","Cattle","Turkana",2000-12-12
"6000.00","Cattle","Turkana",2001-01-01
"7000.00","Cattle","Turkana",2001-02-02
"7000.00","Cattle","Turkana",2001-03-03
"8500.00","Cattle","Turkana",2001-04-04
"8400.00","Cattle","Turkana",2001-05-05
NA,"Cattle","Turkana",2001-06-06
NA,"Cattle","Turkana",2001-07-07
"9300.00","Cattle","Turkana",2001-08-08
NA,"Cattle","Turkana",2001-09-09
"7500.00","Cattle","Turkana",2001-10-10
NA,"Cattle","Turkana",2001-11-11
NA,"Cattle","Turkana",2001-12-12
"4370.00","Cattle","Turkana",2002-01-01
"4463.33","Cattle","Turkana",2002-02-02
"3858.33","Cattle","Turkana",2002-03-03
"3805.00","Cattle","Turkana",2002-04-04
"3606.67","Cattle","Turkana",2002-05-05
"3438.33","Cattle","Turkana",2002-06-06
"4293.33","Cattle","Turkana",2002-07-07
"4238.33","Cattle","Turkana",2002-08-08
"4536.67","Cattle","Turkana",2002-09-09
"4828.17","Cattle","Turkana",2002-10-10
"4516.67","Cattle","Turkana",2002-11-11
"4005.00","Cattle","Turkana",2002-12-12
"4614.29","Cattle","Turkana",2003-01-01
"4783.33","Cattle","Turkana",2003-02-02
"4973.33","Cattle","Turkana",2003-03-03
"5058.33","Cattle","Turkana",2003-04-04
"5015.00","Cattle","Turkana",2003-05-05
"4780.00","Cattle","Turkana",2003-06-06
"4250.00","Cattle","Turkana",2003-07-07
"4690.00","Cattle","Turkana",2003-08-08
"4228.33","Cattle","Turkana",2003-09-09
"3956.67","Cattle","Turkana",2003-10-10
"3755.00","Cattle","Turkana",2003-11-11
"3586.67","Cattle","Turkana",2003-12-12
"5571.67","Cattle","Turkana",2004-01-01
"5486.67","Cattle","Turkana",2004-02-02
"5175.00","Cattle","Turkana",2004-03-03
"5148.33","Cattle","Turkana",2004-04-04
"5028.33","Cattle","Turkana",2004-05-05
"5466.67","Cattle","Turkana",2004-06-06
"5590.00","Cattle","Turkana",2004-07-07
"5250.00","Cattle","Turkana",2004-08-08
"5273.33","Cattle","Turkana",2004-09-09
"5056.67","Cattle","Turkana",2004-10-10
"5265.00","Cattle","Turkana",2004-11-11
"4803.33","Cattle","Turkana",2004-12-12
"8520.00","Cattle","Turkana",2005-01-01
"8590.00","Cattle","Turkana",2005-02-02
"8370.00","Cattle","Turkana",2005-03-03
"7883.33","Cattle","Turkana",2005-04-04
"7118.33","Cattle","Turkana",2005-05-05
"6116.67","Cattle","Turkana",2005-06-06
"5375.00","Cattle","Turkana",2005-07-07
"5761.67","Cattle","Turkana",2005-08-08
"5691.67","Cattle","Turkana",2005-09-09
"5283.83","Cattle","Turkana",2005-10-10
"4744.45","Cattle","Turkana",2005-11-11
"5933.33","Cattle","Turkana",2005-12-12
"7833.33","Cattle","Turkana",2006-01-01
"6096.12","Cattle","Turkana",2006-02-02
"6640.00","Cattle","Turkana",2006-03-03
"7030.00","Cattle","Turkana",2006-04-04
"7150.00","Cattle","Turkana",2006-05-05
"6520.00","Cattle","Turkana",2006-06-06
"8783.33","Cattle","Turkana",2006-07-07
"7825.00","Cattle","Turkana",2006-08-08
"7093.33","Cattle","Turkana",2006-09-09
"6175.00","Cattle","Turkana",2006-10-10
"7491.67","Cattle","Turkana",2006-11-11
"11727.78","Cattle","Turkana",2006-12-12
"6291.67","Cattle","Turkana",2007-01-01
"6588.33","Cattle","Turkana",2007-02-02
"6371.67","Cattle","Turkana",2007-03-03
"6072.22","Cattle","Turkana",2007-04-04
"6250.00","Cattle","Turkana",2007-05-05
"10577.78","Cattle","Turkana",2007-06-06
"10583.33","Cattle","Turkana",2007-07-07
"7383.33","Cattle","Turkana",2007-08-08
"8966.67","Cattle","Turkana",2007-09-09
"8191.67","Cattle","Turkana",2007-10-10
"7750.00","Cattle","Turkana",2007-11-11
"11527.78","Cattle","Turkana",2007-12-12
"9200.00","Cattle","Turkana",2008-01-01
"11000.00","Cattle","Turkana",2008-02-02
"5000.00","Cattle","Turkana",2008-03-03
"6250.00","Cattle","Turkana",2008-04-04
"11500.00","Cattle","Turkana",2008-05-05
"12400.00","Cattle","Turkana",2008-06-06
"9667.00","Cattle","Turkana",2008-07-07
"8720.00","Cattle","Turkana",2008-08-08
"11500.00","Cattle","Turkana",2008-09-09
"6000.00","Cattle","Turkana",2008-10-10
"3017.00","Cattle","Turkana",2008-11-11
NA,"Cattle","Turkana",2008-12-12
"5500.00","Cattle","Turkana",2009-01-01
"10933.00","Cattle","Turkana",2009-02-02
"11833.00","Cattle","Turkana",2009-03-03
"15000.00","Cattle","Turkana",2009-04-04
"14250.00","Cattle","Turkana",2009-05-05
"15000.00","Cattle","Turkana",2009-06-06
"10000.00","Cattle","Turkana",2009-07-07
"13500.00","Cattle","Turkana",2009-08-08
"10000.00","Cattle","Turkana",2009-09-09
"10600.00","Cattle","Turkana",2009-10-10
"10628.50","Cattle","Turkana",2009-11-11
"9625.00","Cattle","Turkana",2009-12-12
"6282.00","Cattle","Turkana",2010-01-01
"9920.00","Cattle","Turkana",2010-02-02
"9417.00","Cattle","Turkana",2010-03-03
"12813.00","Cattle","Turkana",2010-04-04
"15100.00","Cattle","Turkana",2010-05-05
"15750.00","Cattle","Turkana",2010-06-06
"14917.00","Cattle","Turkana",2010-07-07
"11821.00","Cattle","Turkana",2010-08-08
"14312.00","Cattle","Turkana",2010-09-09
"16660.70","Cattle","Turkana",2010-10-10
"15833.00","Cattle","Turkana",2010-11-11
"12413.00","Cattle","Turkana",2010-12-12
"8807.00","Cattle","Turkana",2011-01-01
"12937.50","Cattle","Turkana",2011-02-02
"17750.00","Cattle","Turkana",2011-03-03
"12333.30","Cattle","Turkana",2011-04-04
"13000.00","Cattle","Turkana",2011-05-05
"12416.60","Cattle","Turkana",2011-06-06
"13000.00","Cattle","Turkana",2011-07-07
"21000.00","Cattle","Turkana",2011-08-08
"15750.00","Cattle","Turkana",2011-09-09
"13625.00","Cattle","Turkana",2011-10-10
"11777.00","Cattle","Turkana",2011-11-11
"17500.00","Cattle","Turkana",2011-12-12
"14000.00","Cattle","Turkana",2012-01-01
"18000.00","Cattle","Turkana",2012-02-02
"16500.00","Cattle","Turkana",2012-03-03
